Order_Id,Order_Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Product Id,cost_price,List _price,Quantity,Discount Percent,total_cost
3064,03-01-2022 00:00,First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,TEC-AC-10000397,100,100,3,2,300
2632,04-01-2022 00:00,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,40,40,2,2,80
9935,04-01-2022 00:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10003278,30,30,3,5,90
4528,04-01-2022 00:00,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,FUR-FU-10004848,40,40,4,3,160
9208,04-01-2022 00:00,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,TEC-AC-10000682,40,40,3,3,120
4750,04-01-2022 00:00,First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002986,30,30,5,4,150
6180,04-01-2022 00:00,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10000563,60,60,2,3,120
6807,04-01-2022 00:00,Standard Class,Corporate,United States,Everett,Washington,98208,West,Office Supplies,Binders,OFF-BI-10003314,0,0,1,3,0
6469,04-01-2022 00:00,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10000441,520,630,5,3,2600
4456,04-01-2022 00:00,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002372,110,130,2,4,220
8916,04-01-2022 00:00,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002852,10,10,4,4,40
8685,04-01-2022 00:00,Standard Class,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,TEC-AC-10001445,20,20,7,2,140
8287,04-01-2022 00:00,Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,OFF-PA-10000295,30,30,6,3,180
8973,04-01-2022 00:00,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003023,40,50,1,3,40
5748,04-01-2022 00:00,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10002473,60,70,3,3,180
8810,04-01-2022 00:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001404,10,10,5,2,50
516,04-01-2022 00:00,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,TEC-CO-10003236,2430,3000,5,5,12150
6364,04-01-2022 00:00,Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,TEC-MA-10002073,880,1040,1,2,880
9680,04-01-2022 00:00,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10000046,290,320,2,3,580
7920,04-01-2022 00:00,Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Office Supplies,Storage,OFF-ST-10000943,30,40,2,5,60
7600,04-01-2022 00:00,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10000246,30,40,5,2,150
1088,04-01-2022 00:00,Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004896,60,70,3,2,180
4826,05-01-2022 00:00,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10001876,70,80,3,3,210
677,05-01-2022 00:00,Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,OFF-AP-10000804,0,0,3,4,0
3295,05-01-2022 00:00,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10003638,30,30,8,2,240
3272,05-01-2022 00:00,Second Class,Corporate,United States,Visalia,California,93277,West,Technology,Accessories,TEC-AC-10003709,10,10,8,2,80
5443,05-01-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003198,90,100,1,3,90
4644,05-01-2022 00:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002003,10,10,2,3,20
5825,05-01-2022 00:00,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10003971,20,30,3,3,60
8946,05-01-2022 00:00,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,2,30
9087,05-01-2022 00:00,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,OFF-AP-10001564,80,90,2,4,160
1206,05-01-2022 00:00,First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10002660,250,270,5,4,1250
3528,05-01-2022 00:00,Second Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10003476,50,50,8,4,400
1979,05-01-2022 00:00,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000127,10,10,2,2,20
8695,05-01-2022 00:00,Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,OFF-PA-10001934,20,20,3,5,60
656,06-01-2022 00:00,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002827,0,0,2,5,0
5484,06-01-2022 00:00,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10002301,30,40,2,5,60
6574,06-01-2022 00:00,Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,OFF-ST-10000689,480,560,4,4,1920
6580,06-01-2022 00:00,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10003001,10,10,1,2,10
5588,06-01-2022 00:00,First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,OFF-FA-10001561,10,10,5,2,50
7848,06-01-2022 00:00,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004053,20,20,2,5,40
8407,06-01-2022 00:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10001057,40,40,2,2,80
3527,06-01-2022 00:00,Second Class,Home Office,United States,Jackson,Mississippi,39212,South,Technology,Phones,TEC-PH-10000148,40,40,3,4,120
2339,06-01-2022 00:00,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004530,40,50,4,2,160
4029,06-01-2022 00:00,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,OFF-BI-10004209,10,10,8,2,80
2701,06-01-2022 00:00,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004270,30,30,2,3,60
5066,06-01-2022 00:00,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Technology,Accessories,TEC-AC-10002001,350,380,3,3,1050
6904,06-01-2022 00:00,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10003278,10,10,2,3,20
9061,06-01-2022 00:00,First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10002854,80,90,4,2,320
4085,06-01-2022 00:00,First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003291,10,10,3,3,30
3245,06-01-2022 00:00,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,FUR-CH-10002602,270,320,3,5,810
4125,06-01-2022 00:00,Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10004249,40,40,3,2,120
4476,06-01-2022 00:00,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,FUR-FU-10004586,20,20,4,2,80
4122,06-01-2022 00:00,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002870,40,40,6,3,240
2146,07-01-2022 00:00,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,FUR-CH-10002965,390,420,3,4,1170
6394,07-01-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Fasteners,OFF-FA-10000621,20,20,6,2,120
9287,07-01-2022 00:00,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10003166,10,10,3,3,30
1808,07-01-2022 00:00,First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001465,230,250,7,3,1610
9950,07-01-2022 00:00,Second Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Technology,Accessories,TEC-AC-10004568,70,80,3,3,210
6638,07-01-2022 00:00,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10001573,10,10,3,5,30
688,07-01-2022 00:00,First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,OFF-PA-10000304,20,20,3,3,60
4471,07-01-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003535,120,130,3,4,360
4923,07-01-2022 00:00,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,OFF-FA-10003059,0,0,2,3,0
8410,07-01-2022 00:00,Standard Class,Home Office,United States,San Bernardino,California,92404,West,Office Supplies,Binders,OFF-BI-10004230,100,110,4,2,400
8997,07-01-2022 00:00,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10004531,30,40,2,4,60
7889,07-01-2022 00:00,Standard Class,Consumer,United States,Davis,California,95616,West,Office Supplies,Paper,OFF-PA-10000019,30,30,5,5,150
1464,07-01-2022 00:00,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,FUR-CH-10002126,950,1020,6,3,5700
5909,08-01-2022 00:00,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10001303,50,60,3,3,150
8531,08-01-2022 00:00,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000380,30,30,4,5,120
6129,08-01-2022 00:00,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002353,50,50,4,4,200
4719,08-01-2022 00:00,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10004101,40,50,7,5,280
4221,08-01-2022 00:00,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001759,20,20,6,2,120
8548,08-01-2022 00:00,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001266,40,40,3,5,120
6984,08-01-2022 00:00,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002365,10,10,1,3,10
599,08-01-2022 00:00,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,OFF-SU-10004115,10,10,2,2,20
3264,08-01-2022 00:00,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10001242,190,240,3,2,570
6781,08-01-2022 00:00,Second Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,OFF-BI-10003350,10,10,2,4,20
244,08-01-2022 00:00,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10004685,10,10,2,3,20
1909,08-01-2022 00:00,First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10004093,120,140,4,2,480
2255,08-01-2022 00:00,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10002082,40,40,2,4,80
305,08-01-2022 00:00,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002671,20,30,2,2,40
4927,09-01-2022 00:00,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,FUR-TA-10003008,70,90,1,5,70
5064,09-01-2022 00:00,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10000723,100,120,3,5,300
6458,09-01-2022 00:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004165,20,20,7,2,140
441,09-01-2022 00:00,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,FUR-FU-10000246,10,10,1,3,10
8067,09-01-2022 00:00,First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10004318,260,280,2,2,520
9490,09-01-2022 00:00,Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,OFF-AR-10000538,170,200,7,3,1190
9881,09-01-2022 00:00,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,OFF-PA-10000474,70,90,3,3,210
3072,09-01-2022 00:00,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10002379,100,120,3,5,300
4000,09-01-2022 00:00,Second Class,Corporate,United States,Port Saint Lucie,Florida,34952,South,Furniture,Bookcases,FUR-BO-10004709,200,230,5,5,1000
161,10-01-2022 00:00,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002751,10,10,1,4,10
2312,10-01-2022 00:00,First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Art,OFF-AR-10001955,20,20,1,5,20
6464,10-01-2022 00:00,First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,OFF-LA-10004544,60,70,5,2,300
9598,10-01-2022 00:00,Standard Class,Corporate,United States,San Jose,California,95123,West,Technology,Phones,TEC-PH-10000193,100,110,3,3,300
4511,10-01-2022 00:00,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10001085,40,40,2,3,80
6086,10-01-2022 00:00,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000262,0,0,1,4,0
8189,10-01-2022 00:00,Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,OFF-PA-10001870,20,20,3,2,60
5941,10-01-2022 00:00,Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001465,370,440,12,2,4440
7930,10-01-2022 00:00,First Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Tables,FUR-TA-10004767,290,300,6,5,1740
5000,10-01-2022 00:00,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002764,50,60,5,3,250
5259,10-01-2022 00:00,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10001745,30,40,5,4,150
5866,10-01-2022 00:00,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10004165,0,0,2,4,0
183,10-01-2022 00:00,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,TEC-PH-10003273,470,500,4,5,1880
9877,10-01-2022 00:00,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10000078,770,850,4,2,3080
890,11-01-2022 00:00,Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,TEC-AC-10000927,130,150,5,3,650
6594,11-01-2022 00:00,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001989,20,30,2,3,40
4746,11-01-2022 00:00,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10001071,110,130,2,4,220
2588,11-01-2022 00:00,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,20,20,1,5,20
6228,11-01-2022 00:00,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,TEC-PH-10002923,80,90,3,4,240
3667,11-01-2022 00:00,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10003095,50,50,3,2,150
6421,11-01-2022 00:00,Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10004269,10,10,3,4,30
9745,11-01-2022 00:00,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Envelopes,OFF-EN-10002230,250,270,4,5,1000
20,11-01-2022 00:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10001949,170,210,3,3,510
7681,11-01-2022 00:00,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10000362,310,340,2,3,620
51,11-01-2022 00:00,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,OFF-LA-10002762,70,80,6,4,420
3446,11-01-2022 00:00,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10001505,20,30,5,3,100
3987,12-01-2022 00:00,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,OFF-ST-10001780,2120,2590,4,5,8480
7745,12-01-2022 00:00,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,TEC-PH-10004539,490,570,3,4,1470
1748,12-01-2022 00:00,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10004947,10,10,3,5,30
1581,12-01-2022 00:00,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002607,340,380,9,4,3060
4602,12-01-2022 00:00,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,OFF-FA-10001332,10,10,4,2,40
5021,12-01-2022 00:00,Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10003505,330,350,3,3,990
1481,12-01-2022 00:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002464,30,40,7,5,210
342,12-01-2022 00:00,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003656,450,510,10,4,4500
1111,12-01-2022 00:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10003589,60,70,5,2,300
4103,12-01-2022 00:00,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000740,130,150,8,4,1040
5375,13-01-2022 00:00,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001166,10,10,2,2,20
5591,13-01-2022 00:00,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10003816,300,350,2,3,600
7471,13-01-2022 00:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002609,0,0,4,4,0
9546,13-01-2022 00:00,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Accessories,TEC-AC-10003433,0,0,2,5,0
6988,13-01-2022 00:00,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10001116,20,30,5,5,100
2948,13-01-2022 00:00,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10000174,50,60,14,3,700
2239,13-01-2022 00:00,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004597,30,40,2,4,60
2807,13-01-2022 00:00,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10004395,10,10,2,2,20
7924,13-01-2022 00:00,Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,OFF-BI-10004002,20,20,3,5,60
1171,13-01-2022 00:00,Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10002352,30,30,4,2,120
5167,14-01-2022 00:00,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Paper,OFF-PA-10002479,20,20,3,3,60
103,14-01-2022 00:00,Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,OFF-PA-10004040,20,20,4,4,80
9447,14-01-2022 00:00,Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Paper,OFF-PA-10002245,30,40,6,5,180
